asn_organization,last_seen_date,latitude,longitude,validator_count
"Comcast Cable Communications, LLC",2024-07-02 21:00:49.000 UTC,37.3,-121.9,2
Verizon Business,2024-07-02 20:59:53.000 UTC,42.4,-71.1,1
British Telecommunications PLC,2024-07-02 20:54:19.000 UTC,51.5,-0.1,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-07-02 20:49:06.000 UTC,24.7,46.7,1
Two Degrees Networks Limited,2024-07-02 20:45:25.000 UTC,-36.8,174.8,1
GLOBALSAT DOOEL,2024-07-02 20:34:03.000 UTC,42.1,21.5,1
Superloop,2024-07-02 20:30:03.000 UTC,-37.8,145.0,2
"Amazon.com, Inc.",2024-07-02 20:26:29.000 UTC,40.0,-83.2,1
"AT&T Services, Inc.",2024-07-02 20:26:20.000 UTC,37.7,-122.1,1
Vodafone Portugal - Communicacoes Pessoais S.A.,2024-07-02 20:21:11.000 UTC,41.2,-8.3,1
Akamai Connected Cloud,2024-07-02 20:18:00.000 UTC,37.5,-122.0,11
"Amazon.com, Inc.",2024-07-02 20:17:58.000 UTC,40.0,-83.0,61
"Amazon.com, Inc.",2024-07-02 20:16:52.000 UTC,40.0,-83.0,61
Cox Communications Inc.,2024-07-02 20:14:20.000 UTC,32.7,-117.2,1
Hoshin Multimedia Center Inc.,2024-07-02 20:14:02.000 UTC,25.0,121.3,1
Hetzner Online GmbH,2024-07-02 20:13:54.000 UTC,60.2,24.9,61
PJSC MegaFon,2024-07-02 20:13:12.000 UTC,56.0,37.5,1
Verizon Business,2024-07-02 20:10:59.000 UTC,40.7,-74.0,1
"Comcast Cable Communications, LLC",2024-07-02 20:10:50.000 UTC,30.3,-81.7,1
Societe Francaise Du Radiotelephone - SFR SA,2024-07-02 20:09:57.000 UTC,48.9,2.3,1
Tele2 Sverige AB,2024-07-02 20:08:31.000 UTC,59.4,18.0,1
Aura Fiber OE A/S,2024-07-02 20:07:29.000 UTC,56.2,10.2,1
"Amazon.com, Inc.",2024-07-02 20:00:52.000 UTC,39.0,-77.5,7
LLC Svyaz Invest,2024-07-02 19:57:28.000 UTC,55.8,37.6,1
Virgin Media Limited,2024-07-02 19:56:34.000 UTC,51.5,-0.1,1
"Comcast Cable Communications, LLC",2024-07-02 19:50:48.000 UTC,42.3,-87.8,1
"Amazon.com, Inc.",2024-07-02 19:48:45.000 UTC,53.3,-6.2,61
Telenet BV,2024-07-02 19:48:42.000 UTC,51.2,5.2,1
Nessus GmbH,2024-07-02 19:47:51.000 UTC,48.2,16.4,61
UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,2024-07-02 19:45:39.000 UTC,51.5,-0.1,22
"Comcast Cable Communications, LLC",2024-07-02 19:44:53.000 UTC,37.3,-121.9,1
"CenturyLink Communications, LLC",2024-07-02 19:44:49.000 UTC,39.7,-105.0,1
"Amazon.com, Inc.",2024-07-02 19:44:44.000 UTC,40.7,-74.0,61
Verizon Business,2024-07-02 19:42:37.000 UTC,39.9,-74.9,1
Sonic Telecom LLC,2024-07-02 19:42:00.000 UTC,37.8,-122.4,1
01NODE STAKING SERVICES S.R.L.,2024-07-02 19:40:35.000 UTC,44.4,26.1,1
OVH SAS,2024-07-02 19:35:59.000 UTC,1.3,103.9,1
Verizon Business,2024-07-02 19:33:56.000 UTC,40.9,-74.2,1
"VODAFONE ONO, S.A.",2024-07-02 19:32:54.000 UTC,41.4,2.2,1
Hofnetz &IT Services GmbH,2024-07-02 19:30:57.000 UTC,52.5,13.4,1
Contabo GmbH,2024-07-02 19:30:06.000 UTC,49.3,11.5,1
SkyNet Ltd.,2024-07-02 19:27:29.000 UTC,59.9,30.3,61
"Comcast Cable Communications, LLC",2024-07-02 19:25:42.000 UTC,42.6,-83.3,1
"Amazon.com, Inc.",2024-07-02 19:25:31.000 UTC,40.0,-83.0,61
TPG Telecom Limited,2024-07-02 19:25:01.000 UTC,-37.8,145.0,1
TELUS Communications Inc.,2024-07-02 19:23:09.000 UTC,49.2,-123.1,1
Wholesail networks LLC,2024-07-02 19:22:00.000 UTC,47.7,-122.1,1
"Quantcom, a.s.",2024-07-02 19:20:43.000 UTC,50.1,14.4,61
Free SAS,2024-07-02 19:19:11.000 UTC,48.9,2.3,1
Skoed Limited,2024-07-02 19:18:49.000 UTC,35.9,14.5,61
OVH SAS,2024-07-02 19:17:59.000 UTC,45.3,-73.9,1
Videotron Telecom Ltee,2024-07-02 19:16:56.000 UTC,45.6,-73.7,1
Optinet U.K. Limited,2024-07-02 19:10:00.000 UTC,51.5,-0.1,1
Aussie Broadband,2024-07-02 19:08:31.000 UTC,-37.8,145.0,1
Charter Communications Inc,2024-07-02 19:06:08.000 UTC,33.0,-96.5,1
Optimum,2024-07-02 19:04:51.000 UTC,32.5,-92.6,1
ESCOM Ltd. - Haskovo,2024-07-02 19:03:11.000 UTC,42.0,24.9,1
Hrvatski Telekom d.d.,2024-07-02 19:01:53.000 UTC,45.8,16.0,1
Hetzner Online GmbH,2024-07-02 18:57:35.000 UTC,60.4,25.0,61
TELUS Communications Inc.,2024-07-02 18:56:46.000 UTC,49.3,-122.8,1
Cox Communications Inc.,2024-07-02 18:53:44.000 UTC,33.4,-112.1,1
,2024-07-02 18:53:39.000 UTC,47.2,39.7,1
Charter Communications Inc,2024-07-02 18:53:01.000 UTC,34.1,-118.3,1
Charter Communications Inc,2024-07-02 18:52:42.000 UTC,33.8,-117.9,1
CHINANET-BACKBONE,2024-07-02 18:52:14.000 UTC,32.1,118.8,2
OVH SAS,2024-07-02 18:51:29.000 UTC,50.6,3.1,61
Vodafone GmbH,2024-07-02 18:48:16.000 UTC,52.4,13.3,1
Blix Solutions AS,2024-07-02 18:48:09.000 UTC,59.9,10.7,1
"Comcast Cable Communications, LLC",2024-07-02 18:47:29.000 UTC,37.2,-122.0,1
"Towerstream I, Inc.",2024-07-02 18:46:41.000 UTC,34.1,-118.3,1
Telenet BV,2024-07-02 18:44:46.000 UTC,51.1,3.7,1
Beanfield Technologies Inc.,2024-07-02 18:44:23.000 UTC,43.7,-79.4,1
Verizon Business,2024-07-02 18:41:53.000 UTC,39.7,-75.6,1
Internet Initiative Japan Inc.,2024-07-02 18:39:23.000 UTC,37.9,139.0,1
Verizon Business,2024-07-02 18:37:02.000 UTC,40.8,-73.9,1
Altima Telecom,2024-07-02 18:37:00.000 UTC,43.7,-79.4,1
"Interserver, Inc",2024-07-02 18:32:59.000 UTC,40.7,-74.0,51
"Comcast Cable Communications, LLC",2024-07-02 18:30:59.000 UTC,38.3,-122.5,1
Leaseweb Deutschland GmbH,2024-07-02 18:30:51.000 UTC,49.9,8.5,1
Wave Broadband,2024-07-02 18:24:35.000 UTC,47.6,-122.3,1
ScaleUp Technologies GmbH & Co. KG,2024-07-02 18:24:25.000 UTC,52.5,13.4,1
Cox Communications Inc.,2024-07-02 18:23:20.000 UTC,32.7,-117.2,1
SkyNet Ltd.,2024-07-02 18:21:38.000 UTC,59.9,30.3,61
VNPT Corp,2024-07-02 18:19:12.000 UTC,21.0,105.8,1
GLOBALSAT DOOEL,2024-07-02 18:15:13.000 UTC,42.1,21.5,1
Verizon Business,2024-07-02 18:14:36.000 UTC,39.2,-77.1,1
Telstra Limited,2024-07-02 18:05:37.000 UTC,-37.8,145.0,1
"Matanuska Telecom Association, Incorporated",2024-07-02 18:05:10.000 UTC,61.6,-149.1,2
Metronet,2024-07-02 18:04:47.000 UTC,40.0,-86.0,1
Metronet,2024-07-02 18:03:46.000 UTC,42.0,-93.6,1
"Comcast Cable Communications, LLC",2024-07-02 18:00:30.000 UTC,37.8,-122.4,1
"Consolidated Communications, Inc.",2024-07-02 18:00:29.000 UTC,43.7,-70.3,1
Hetzner Online GmbH,2024-07-02 18:00:03.000 UTC,60.2,24.9,1
Ote SA (Hellenic Telecommunications Organisation),2024-07-02 18:00:00.000 UTC,38.0,23.7,1
Telenet BV,2024-07-02 17:59:59.000 UTC,51.2,4.5,1
PT Angkasa Komunikasi Global Utama,2024-07-02 17:59:26.000 UTC,-6.2,106.8,1
Kattare Internet Services,2024-07-02 17:57:24.000 UTC,44.6,-123.3,2
WorldStream B.V.,2024-07-02 17:56:05.000 UTC,52.0,4.2,5
"Amazon.com, Inc.",2024-07-02 17:55:05.000 UTC,39.0,-77.5,16
Microsoft Corporation,2024-07-02 17:49:23.000 UTC,52.4,4.9,61
China Mobile communications corporation,2024-07-02 17:46:28.000 UTC,32.1,118.8,2
netcup GmbH,2024-07-02 17:42:59.000 UTC,48.2,16.4,1
"AT&T Services, Inc.",2024-07-02 17:41:40.000 UTC,41.9,-88.1,1
Wholesail networks LLC,2024-07-02 17:40:30.000 UTC,47.8,-122.3,1
Exaion SASU,2024-07-02 17:40:05.000 UTC,49.1,1.4,1
"O2 Czech Republic, a.s.",2024-07-02 17:37:40.000 UTC,49.8,18.3,1
GTHost,2024-07-02 17:37:08.000 UTC,41.9,-87.7,2
NTT Communications Corporation,2024-07-02 17:36:42.000 UTC,35.7,139.7,1
"The Constant Company, LLC",2024-07-02 17:36:31.000 UTC,1.3,103.7,2
"AT&T Services, Inc.",2024-07-02 17:34:29.000 UTC,41.4,-81.5,1
Orange Espagne SA,2024-07-02 17:33:18.000 UTC,40.4,-3.7,1
"AT&T Services, Inc.",2024-07-02 17:30:05.000 UTC,30.5,-97.7,1
Joint Stock Company TransTeleCom,2024-07-02 17:28:39.000 UTC,57.0,60.9,1
Wholesail networks LLC,2024-07-02 17:23:36.000 UTC,47.8,-122.2,1
Free SAS,2024-07-02 17:22:39.000 UTC,48.9,2.3,1
"AT&T Services, Inc.",2024-07-02 17:22:30.000 UTC,30.0,-90.1,2
Sony Network Communications Inc.,2024-07-02 17:21:01.000 UTC,35.7,139.7,2
"Comcast Cable Communications, LLC",2024-07-02 17:20:52.000 UTC,48.4,-122.3,1
TELEFONICA DE ESPANA S.A.U.,2024-07-02 17:19:01.000 UTC,40.5,-3.9,1
Virgin Media Limited,2024-07-02 17:17:30.000 UTC,53.8,-1.8,1
Netwerkvereniging Coloclue,2024-07-02 17:15:44.000 UTC,52.4,4.9,2
"AT&T Services, Inc.",2024-07-02 17:15:01.000 UTC,37.7,-97.3,1
TTNet A.S.,2024-07-02 17:08:59.000 UTC,39.9,32.9,1
Bell Canada,2024-07-02 17:08:06.000 UTC,43.1,-80.3,1
"Amazon.com, Inc.",2024-07-02 17:07:27.000 UTC,40.0,-83.0,61
Tinext SA,2024-07-02 17:03:46.000 UTC,46.0,9.0,1
Vodafone Hungary Ltd.,2024-07-02 17:03:00.000 UTC,47.5,19.0,1
Charter Communications Inc,2024-07-02 16:59:02.000 UTC,33.9,-118.2,1
Latitude.sh LTDA,2024-07-02 16:57:38.000 UTC,25.8,-80.2,61
Deutsche Telekom AG,2024-07-02 16:53:23.000 UTC,51.1,13.7,1
TDC Holding A/S,2024-07-02 16:51:27.000 UTC,55.7,12.6,1
TELEKOM SRBIJA a.d.,2024-07-02 16:50:18.000 UTC,44.8,20.5,1
Emirates Integrated Telecommunications Company PJSC,2024-07-02 16:49:59.000 UTC,25.1,55.3,1
British Telecommunications PLC,2024-07-02 16:45:34.000 UTC,51.5,0.7,1
Superloop,2024-07-02 16:44:01.000 UTC,-27.6,152.9,1
PJSC Rostelecom,2024-07-02 16:43:59.000 UTC,55.8,37.6,1
Contabo GmbH,2024-07-02 16:42:48.000 UTC,51.2,6.8,1
"Amazon.com, Inc.",2024-07-02 16:38:01.000 UTC,1.3,103.9,61
Singtel Fibre Broadband,2024-07-02 16:37:53.000 UTC,1.3,103.9,1
Init7 (Switzerland) Ltd.,2024-07-02 16:37:42.000 UTC,46.9,7.4,1
Provodov.net Ltd.,2024-07-02 16:34:16.000 UTC,45.0,39.0,1
Vodafone Hungary Ltd.,2024-07-02 16:31:23.000 UTC,47.5,19.0,1
"AT&T Services, Inc.",2024-07-02 16:30:18.000 UTC,35.2,-80.8,2
"Consolidated Communications, Inc.",2024-07-02 16:29:43.000 UTC,43.0,-71.5,1
Hetzner Online GmbH,2024-07-02 16:28:47.000 UTC,60.2,24.9,1
Virgin Media Limited,2024-07-02 16:25:53.000 UTC,51.9,-0.5,1
JSC BALTICOM,2024-07-02 16:24:49.000 UTC,56.9,24.1,1
Cznet s.r.o.,2024-07-02 16:23:03.000 UTC,50.1,14.4,1
KPN B.V.,2024-07-02 16:22:26.000 UTC,52.3,6.0,1
Jakub Skorek trading as MCG,2024-07-02 16:22:11.000 UTC,50.1,19.9,2
myNet GmbH,2024-07-02 16:19:49.000 UTC,46.1,11.1,1
Melita Limited,2024-07-02 16:16:29.000 UTC,36.0,14.4,1
"Amazon.com, Inc.",2024-07-02 16:16:28.000 UTC,40.0,-83.0,7
Case Western Reserve University,2024-07-02 16:14:31.000 UTC,41.5,-81.7,2
,2024-07-02 15:59:10.000 UTC,48.2,16.4,3
Aussie Broadband,2024-07-02 15:57:54.000 UTC,-33.9,151.2,1
Verizon Business,2024-07-02 15:53:36.000 UTC,42.4,-71.1,1
Cox Communications Inc.,2024-07-02 15:53:07.000 UTC,33.6,-117.6,1
"Charter Communications, Inc",2024-07-02 15:52:44.000 UTC,27.9,-82.6,1
PJSC MegaFon,2024-07-02 15:52:07.000 UTC,56.1,47.3,1
"Comcast Cable Communications, LLC",2024-07-02 15:47:00.000 UTC,39.7,-105.0,1
"AT&T Services, Inc.",2024-07-02 15:45:27.000 UTC,30.0,-95.7,1
KPN B.V.,2024-07-02 15:44:54.000 UTC,52.0,4.4,1
Tele2 Sverige AB,2024-07-02 15:43:57.000 UTC,59.3,18.1,2
Liquidity Connect LLC,2024-07-02 15:42:32.000 UTC,40.8,-74.1,1
"AT&T Services, Inc.",2024-07-02 15:38:36.000 UTC,30.6,-97.9,1
"Amazon.com, Inc.",2024-07-02 15:37:18.000 UTC,39.0,-77.5,1
OVH SAS,2024-07-02 15:37:06.000 UTC,50.1,8.7,61
"Comcast Cable Communications, LLC",2024-07-02 15:36:39.000 UTC,38.8,-77.0,1
Vodafone GmbH,2024-07-02 15:33:12.000 UTC,52.5,13.4,1
Hetzner Online GmbH,2024-07-02 15:31:57.000 UTC,60.2,24.9,1
Plusnet,2024-07-02 15:25:31.000 UTC,51.6,-0.3,1
Space Exploration Technologies Corporation,2024-07-02 15:23:34.000 UTC,19.4,-99.1,1
netcup GmbH,2024-07-02 15:21:48.000 UTC,48.2,16.4,30
MEDIANET INVEST AE,2024-07-02 15:21:35.000 UTC,38.0,23.7,1
"Amazon.com, Inc.",2024-07-02 15:20:17.000 UTC,50.1,8.7,13
Sistemy Svyazi Llc,2024-07-02 15:15:26.000 UTC,52.7,41.4,1
Cox Communications Inc.,2024-07-02 15:08:41.000 UTC,36.2,-115.1,1
Cox Communications Inc.,2024-07-02 15:07:36.000 UTC,33.4,-112.1,2
"FreeTel, s.r.o.",2024-07-02 15:06:20.000 UTC,49.7,13.4,1
US Internet Corp,2024-07-02 15:06:06.000 UTC,45.0,-93.3,1
Societe Francaise Du Radiotelephone - SFR SA,2024-07-02 15:04:29.000 UTC,43.1,6.1,1
eStruxture Data Centers Inc.,2024-07-02 15:00:43.000 UTC,43.6,-79.5,1
Charter Communications Inc,2024-07-02 14:58:39.000 UTC,34.0,-118.5,1
"Amazon.com, Inc.",2024-07-02 14:58:37.000 UTC,40.0,-83.0,61
Verizon Business,2024-07-02 14:57:53.000 UTC,38.8,-77.1,1
Hetzner Online GmbH,2024-07-02 14:56:29.000 UTC,60.2,24.9,1
Hetzner Online GmbH,2024-07-02 14:55:32.000 UTC,60.2,24.9,61
"AT&T Services, Inc.",2024-07-02 14:52:45.000 UTC,42.5,-83.4,1
Google Fiber Inc.,2024-07-02 14:49:19.000 UTC,36.2,-86.8,1
"Hangzhou Alibaba Advertising Co.,Ltd.",2024-07-02 14:47:52.000 UTC,40.1,113.3,1
Aussie Broadband,2024-07-02 14:42:11.000 UTC,-37.8,145.0,1
Vodafone Portugal - Communicacoes Pessoais S.A.,2024-07-02 14:37:15.000 UTC,38.7,-9.1,1
Charter Communications,2024-07-02 14:35:34.000 UTC,37.0,-121.6,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-07-02 14:35:30.000 UTC,24.7,46.7,1
TeraSwitch Networks Inc.,2024-07-02 14:30:53.000 UTC,35.6,139.7,2
"Amazon.com, Inc.",2024-07-02 14:30:18.000 UTC,40.0,-83.0,1
Verizon Business,2024-07-02 14:30:13.000 UTC,40.2,-74.3,1
"Alibaba (US) Technology Co., Ltd.",2024-07-02 14:29:19.000 UTC,22.3,114.2,6
Start LLC,2024-07-02 14:26:13.000 UTC,55.8,37.6,2
"Data Room, Inc",2024-07-02 14:21:29.000 UTC,40.7,-73.9,1
Wave Broadband,2024-07-02 14:11:48.000 UTC,47.6,-122.3,1
TeraSwitch Networks Inc.,2024-07-02 14:10:54.000 UTC,35.6,139.7,2
Shenzhen Tencent Computer Systems Company Limited,2024-07-02 14:10:14.000 UTC,22.5,114.1,2
HKBN Enterprise Solutions HK Limited,2024-07-02 14:09:20.000 UTC,22.3,114.2,1
Orange S.A.,2024-07-02 14:09:13.000 UTC,47.9,1.9,2
Charter Communications Inc,2024-07-02 14:08:01.000 UTC,34.0,-118.5,1
"DigitalOcean, LLC",2024-07-02 14:04:40.000 UTC,37.4,-122.0,1
"Comcast Cable Communications, LLC",2024-07-02 13:57:30.000 UTC,36.8,-119.7,1
"Comcast Cable Communications, LLC",2024-07-02 13:56:46.000 UTC,39.9,-105.1,1
"Amazon.com, Inc.",2024-07-02 13:53:36.000 UTC,53.3,-6.2,61
"Comcast Cable Communications, LLC",2024-07-02 13:53:26.000 UTC,37.4,-122.0,1
SEVEREN TELECOM,2024-07-02 13:48:42.000 UTC,59.9,30.3,1
Verizon Business,2024-07-02 13:43:44.000 UTC,40.2,-74.8,1
TeraSwitch Networks Inc.,2024-07-02 13:43:26.000 UTC,35.6,139.7,2
TeraSwitch Networks Inc.,2024-07-02 13:40:41.000 UTC,35.6,139.7,3
Swisscom (Schweiz) AG,2024-07-02 13:37:50.000 UTC,47.4,8.0,1
TeraSwitch Networks Inc.,2024-07-02 13:37:40.000 UTC,35.6,139.7,2
"Comcast Cable Communications, LLC",2024-07-02 13:36:42.000 UTC,33.7,-84.4,1
TeraSwitch Networks Inc.,2024-07-02 13:31:54.000 UTC,35.6,139.7,3
Data Communication Business Group,2024-07-02 13:30:49.000 UTC,24.1,120.7,1
Aussie Broadband,2024-07-02 13:29:53.000 UTC,-36.8,144.3,1
"T-2, d.o.o.",2024-07-02 13:26:40.000 UTC,46.1,14.5,1
Microsoft Corporation,2024-07-02 13:20:18.000 UTC,52.4,4.9,61
"Nubes, LLC",2024-07-02 13:13:29.000 UTC,40.7,-74.0,1
"Comcast Cable Communications, LLC",2024-07-02 13:12:34.000 UTC,44.3,-73.3,1
"Comcast Cable Communications, LLC",2024-07-02 13:12:26.000 UTC,37.8,-122.4,1
TeraSwitch Networks Inc.,2024-07-02 13:11:59.000 UTC,35.6,139.7,2
TeraSwitch Networks Inc.,2024-07-02 13:11:48.000 UTC,35.6,139.7,1
Ting Fiber Inc.,2024-07-02 13:11:13.000 UTC,38.0,-78.5,1
"Nocix, LLC",2024-07-02 13:10:30.000 UTC,39.1,-94.6,1
"AT&T Services, Inc.",2024-07-02 13:07:00.000 UTC,32.9,-96.7,1
"Comcast Cable Communications, LLC",2024-07-02 13:05:11.000 UTC,37.8,-122.4,1
CD-Telematika a.s.,2024-07-02 13:01:46.000 UTC,50.1,14.4,1
Data Communication Business Group,2024-07-02 13:01:46.000 UTC,24.1,120.7,1
Hetzner Online GmbH,2024-07-02 12:59:31.000 UTC,60.2,24.9,1
"Hangzhou Alibaba Advertising Co.,Ltd.",2024-07-02 12:54:00.000 UTC,39.9,116.4,1
Bell Canada,2024-07-02 12:51:48.000 UTC,43.7,-79.4,1
Free SAS,2024-07-02 12:51:36.000 UTC,48.9,2.3,1
,2024-07-02 12:49:24.000 UTC,45.6,-73.7,1
"AT&T Services, Inc.",2024-07-02 12:49:17.000 UTC,35.6,-82.6,1
"Amazon.com, Inc.",2024-07-02 12:45:37.000 UTC,40.0,-83.2,1
M247 Europe SRL,2024-07-02 12:42:12.000 UTC,51.3,-0.1,1
UAB Cherry Servers,2024-07-02 12:39:29.000 UTC,54.7,25.3,1
Telenet BV,2024-07-02 12:39:01.000 UTC,51.1,3.7,1
"Amazon.com, Inc.",2024-07-02 12:35:58.000 UTC,35.7,139.7,61
TeraSwitch Networks Inc.,2024-07-02 12:35:34.000 UTC,35.6,139.7,2
Salt Mobile SA,2024-07-02 12:34:22.000 UTC,47.4,8.6,1
Vodafone Libertel B.V.,2024-07-02 12:32:50.000 UTC,52.4,4.9,1
Vodafone Libertel B.V.,2024-07-02 12:30:36.000 UTC,52.7,5.2,1
V tal,2024-07-02 12:25:01.000 UTC,-21.6,-45.4,1
,2024-07-02 12:20:59.000 UTC,52.4,4.9,1
Charter Communications Inc,2024-07-02 12:16:30.000 UTC,34.1,-118.3,1
OVH SAS,2024-07-02 12:16:30.000 UTC,45.5,-122.7,30
Cox Communications Inc.,2024-07-02 12:12:59.000 UTC,32.7,-117.2,1
China Unicom Beijing Province Network,2024-07-02 12:09:54.000 UTC,39.9,116.4,1
Plusnet GmbH,2024-07-02 12:09:02.000 UTC,49.7,8.8,61
Spark New Zealand Trading Ltd.,2024-07-02 12:05:05.000 UTC,-37.0,174.9,1
"Amazon.com, Inc.",2024-07-02 12:04:24.000 UTC,59.3,18.1,3
"Amazon.com, Inc.",2024-07-02 12:00:53.000 UTC,40.0,-83.2,1
Hydra Communications Ltd,2024-07-02 11:58:03.000 UTC,51.5,-0.1,61
kabelplus GmbH,2024-07-02 11:55:59.000 UTC,48.1,16.3,1
China Telecom (Group),2024-07-02 11:55:08.000 UTC,31.2,121.5,1
"Telia Lietuva, AB",2024-07-02 11:52:12.000 UTC,54.7,25.3,1
Telekomunikasi Indonesia International (HongKong) Limited,2024-07-02 11:50:22.000 UTC,22.3,114.2,9
Verizon Business,2024-07-02 11:48:47.000 UTC,39.0,-77.3,1
Verizon Business,2024-07-02 11:48:46.000 UTC,41.9,-88.1,1
IONOS SE,2024-07-02 11:48:10.000 UTC,52.5,13.4,1
Leaseweb Deutschland GmbH,2024-07-02 11:43:20.000 UTC,50.1,8.7,7
Plusnet GmbH,2024-07-02 11:41:57.000 UTC,49.7,8.8,61
TeraSwitch Networks Inc.,2024-07-02 11:39:11.000 UTC,35.6,139.7,2
Shaw Communications Inc.,2024-07-02 11:38:38.000 UTC,49.2,-123.9,2
"AT&T Services, Inc.",2024-07-02 11:38:31.000 UTC,35.8,-86.4,1
"Alibaba (US) Technology Co., Ltd.",2024-07-02 11:36:52.000 UTC,22.3,114.2,2
Vodafone Libertel B.V.,2024-07-02 11:36:51.000 UTC,52.4,4.9,1
Latitude.sh,2024-07-02 11:36:07.000 UTC,34.1,-118.2,1
Zone Telecommunications Ltd,2024-07-02 11:35:22.000 UTC,51.5,-0.1,1
Iway AG,2024-07-02 11:33:07.000 UTC,47.4,8.6,1
ANTIK Telecom s.r.o,2024-07-02 11:28:54.000 UTC,48.7,21.3,1
"Amazon.com, Inc.",2024-07-02 11:28:52.000 UTC,45.8,-119.7,1
"AT&T Services, Inc.",2024-07-02 11:26:55.000 UTC,37.6,-122.3,1
Google LLC,2024-07-02 11:25:59.000 UTC,41.3,-95.9,1
EE Limited,2024-07-02 11:21:42.000 UTC,52.2,-2.2,1
"Comcast Cable Communications, LLC",2024-07-02 11:16:57.000 UTC,35.7,-105.9,1
Telekomunikasi Indonesia International (HongKong) Limited,2024-07-02 11:14:30.000 UTC,22.3,114.2,12
Verizon Business,2024-07-02 11:10:29.000 UTC,40.8,-74.2,1
Free SAS,2024-07-02 11:08:22.000 UTC,48.4,2.6,1
Sunrise GmbH,2024-07-02 11:07:37.000 UTC,46.2,6.1,1
GO p.l.c.,2024-07-02 11:05:06.000 UTC,36.0,14.4,1
Shaw Communications Inc.,2024-07-02 11:04:59.000 UTC,49.2,-122.6,1
Data Communication Business Group,2024-07-02 11:01:13.000 UTC,25.0,121.5,1
EWE TEL GmbH,2024-07-02 11:01:00.000 UTC,53.1,8.2,1
"Amazon.com, Inc.",2024-07-02 10:54:03.000 UTC,37.5,126.7,61
A1 Bulgaria EAD,2024-07-02 10:52:27.000 UTC,42.7,23.3,1
"Comcast Cable Communications, LLC",2024-07-02 10:50:48.000 UTC,39.3,-76.6,1
Leaseweb Deutschland GmbH,2024-07-02 10:50:36.000 UTC,50.1,8.7,10
Hong Kong FireLine Network LTD,2024-07-02 10:50:00.000 UTC,22.5,114.1,2
M247 Europe SRL,2024-07-02 10:47:59.000 UTC,48.9,2.4,1
"Frontier Communications of America, Inc.",2024-07-02 10:47:02.000 UTC,37.1,-121.7,1
Cablevision Systems Corp.,2024-07-02 10:46:19.000 UTC,40.8,-73.5,1
Contabo GmbH,2024-07-02 10:43:29.000 UTC,51.2,6.8,2
Verizon Business,2024-07-02 10:40:59.000 UTC,40.7,-74.3,2
,2024-07-02 10:38:07.000 UTC,39.0,-77.5,1
Verizon Business,2024-07-02 10:32:17.000 UTC,40.6,-74.2,1
Swisscom (Schweiz) AG,2024-07-02 10:28:23.000 UTC,47.1,8.3,1
Google LLC,2024-07-02 10:25:48.000 UTC,36.2,-115.1,61
T-Mobile Austria GmbH,2024-07-02 10:23:29.000 UTC,48.2,16.4,1
Cloud Builders SA,2024-07-02 10:20:38.000 UTC,40.4,-3.7,1
Verizon Business,2024-07-02 10:19:05.000 UTC,40.7,-74.2,1
T-Mobile Austria GmbH,2024-07-02 10:18:34.000 UTC,48.2,16.4,1
Google LLC,2024-07-02 10:17:39.000 UTC,53.2,6.6,52
NForce Entertainment B.V.,2024-07-02 10:16:33.000 UTC,52.4,4.9,1
Telekomunikasi Indonesia International (HongKong) Limited,2024-07-02 10:14:19.000 UTC,22.3,114.2,11
"Amazon.com, Inc.",2024-07-02 10:14:13.000 UTC,1.3,103.9,1
OVH SAS,2024-07-02 10:12:33.000 UTC,50.1,8.7,9
Wholesail networks LLC,2024-07-02 10:11:34.000 UTC,47.7,-122.1,2
Hong Kong Broadband Network Ltd.,2024-07-02 10:11:18.000 UTC,22.5,114.1,1
Leaseweb Deutschland GmbH,2024-07-02 10:11:01.000 UTC,50.1,8.7,6
"Amazon.com, Inc.",2024-07-02 10:05:08.000 UTC,59.3,18.1,1
GLOBALSAT DOOEL,2024-07-02 10:00:27.000 UTC,42.1,21.5,1
Charter Communications Inc,2024-07-02 09:59:24.000 UTC,43.1,-75.2,1
OVH SAS,2024-07-02 09:58:57.000 UTC,52.2,21.1,61
Data Communication Business Group,2024-07-02 09:57:10.000 UTC,24.1,120.7,1
Wholesail networks LLC,2024-07-02 09:56:24.000 UTC,47.8,-122.2,1
Metronet,2024-07-02 09:55:34.000 UTC,40.0,-86.0,1
Microsoft Corporation,2024-07-02 09:46:45.000 UTC,52.4,4.9,62
Charter Communications,2024-07-02 09:45:36.000 UTC,35.3,-120.7,1
"Frontier Communications of America, Inc.",2024-07-02 09:39:35.000 UTC,34.0,-118.4,1
"Alibaba (US) Technology Co., Ltd.",2024-07-02 09:31:14.000 UTC,35.7,139.7,1
Vodafone Deutschland GmbH,2024-07-02 09:30:12.000 UTC,48.1,11.6,1
"Comcast Cable Communications, LLC",2024-07-02 09:28:00.000 UTC,30.3,-81.7,1
TELUS Communications Inc.,2024-07-02 09:20:49.000 UTC,49.2,-123.1,1
Leaseweb Deutschland GmbH,2024-07-02 09:17:13.000 UTC,50.1,8.7,10
WADOWICENET SP Z O O,2024-07-02 09:14:34.000 UTC,52.2,21.0,2
Charter Communications Inc,2024-07-02 09:12:34.000 UTC,41.5,-74.3,1
