asn_organization,last_seen_date,latitude,longitude,validator_count
Hyperoptic Ltd,2024-07-02 09:05:35.000 UTC,51.5,-0.1,1
OVH SAS,2024-07-02 08:54:59.000 UTC,45.3,-73.9,1
Lit Fibre Group Ltd.,2024-07-02 08:54:36.000 UTC,51.8,1.2,1
"SALZBURG AG fur Energie, Verkehr und Telekommunikation",2024-07-02 08:52:48.000 UTC,48.0,13.2,1
"T-Mobile USA, Inc.",2024-07-02 08:50:48.000 UTC,36.2,-86.8,1
Fastweb SpA,2024-07-02 08:49:53.000 UTC,41.9,12.5,1
Verizon Business,2024-07-02 08:49:00.000 UTC,40.8,-74.5,1
"Amazon.com, Inc.",2024-07-02 08:44:29.000 UTC,39.0,-77.5,1
Telemach UG d.o.o.,2024-07-02 08:43:00.000 UTC,46.3,15.1,1
MyRepublic Ltd.,2024-07-02 08:39:48.000 UTC,1.3,103.9,1
CHINANET-BACKBONE,2024-07-02 08:38:54.000 UTC,36.1,120.4,1
"AT&T Services, Inc.",2024-07-02 08:38:35.000 UTC,42.5,-82.9,1
MyRepublic Ltd.,2024-07-02 08:36:51.000 UTC,1.3,103.9,1
"Amazon.com, Inc.",2024-07-02 08:36:08.000 UTC,40.0,-83.0,61
MobileOne Ltd. Mobile/Internet Service Provider Singapore,2024-07-02 08:35:10.000 UTC,1.3,103.9,1
"AT&T Services, Inc.",2024-07-02 08:30:54.000 UTC,36.2,-86.3,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-07-02 08:29:30.000 UTC,24.7,46.7,1
NextGenTel AS,2024-07-02 08:24:12.000 UTC,60.3,5.3,1
TPG Telecom Limited,2024-07-02 08:24:01.000 UTC,-37.8,145.0,1
Verizon Business,2024-07-02 08:23:59.000 UTC,40.9,-73.4,1
Microsoft Corporation,2024-07-02 08:23:46.000 UTC,52.4,4.9,61
Init7 (Switzerland) Ltd.,2024-07-02 08:22:59.000 UTC,47.4,8.6,36
Scloud Pte Ltd,2024-07-02 08:19:20.000 UTC,51.5,-0.1,30
OVH SAS,2024-07-02 08:04:59.000 UTC,1.3,103.9,3
"China Mobile Communications Group Co., Ltd.",2024-07-02 08:04:31.000 UTC,23.1,113.3,1
"Amazon.com, Inc.",2024-07-02 08:04:22.000 UTC,39.0,-77.5,1
Aruba S.p.A.,2024-07-02 08:04:01.000 UTC,45.7,9.6,1
,2024-07-02 08:02:58.000 UTC,40.5,-74.4,1
A1 Bulgaria EAD,2024-07-02 07:59:55.000 UTC,42.7,23.3,1
Microsoft Corporation,2024-07-02 07:59:55.000 UTC,52.4,4.9,61
,2024-07-02 07:57:29.000 UTC,50.6,3.1,40
Cox Communications Inc.,2024-07-02 07:56:46.000 UTC,32.7,-117.2,1
Verizon Business,2024-07-02 07:50:49.000 UTC,38.9,-77.1,1
,2024-07-02 07:50:47.000 UTC,48.2,16.4,1
Wholesail networks LLC,2024-07-02 07:50:18.000 UTC,47.7,-122.1,1
Contabo GmbH,2024-07-02 07:49:27.000 UTC,51.2,6.8,1
"""NOVATEL"" EOOD",2024-07-02 07:47:37.000 UTC,42.7,23.3,2
Microsoft Corporation,2024-07-02 07:44:03.000 UTC,52.4,4.9,61
DIGI SPAIN TELECOM S.L.,2024-07-02 07:34:59.000 UTC,40.4,-3.7,1
"Another Corporate ISP, LLC",2024-07-02 07:34:49.000 UTC,37.8,-122.4,1
"Comcast Cable Communications, LLC",2024-07-02 07:33:58.000 UTC,37.8,-122.3,1
Verizon Business,2024-07-02 07:32:35.000 UTC,40.9,-74.0,1
OVH SAS,2024-07-02 07:31:25.000 UTC,50.6,3.1,61
"AT&T Services, Inc.",2024-07-02 07:27:52.000 UTC,37.3,-121.9,2
"Amazon.com, Inc.",2024-07-02 07:26:35.000 UTC,39.0,-77.5,1
"Interserver, Inc",2024-07-02 07:26:07.000 UTC,40.7,-74.0,49
Hetzner Online GmbH,2024-07-02 07:25:36.000 UTC,60.2,24.9,1
"Amazon.com, Inc.",2024-07-02 07:22:36.000 UTC,47.4,8.6,61
"Comcast Cable Communications, LLC",2024-07-02 07:20:56.000 UTC,37.6,-122.3,1
"CenturyLink Communications, LLC",2024-07-02 07:20:00.000 UTC,39.7,-105.0,1
Exetel Pty Ltd,2024-07-02 07:19:43.000 UTC,-37.8,145.0,1
Orange S.A.,2024-07-02 07:19:35.000 UTC,49.0,2.1,1
Cox Communications Inc.,2024-07-02 07:14:46.000 UTC,32.7,-117.2,1
Orange S.A.,2024-07-02 07:12:59.000 UTC,43.3,5.4,2
SIA Tet,2024-07-02 07:09:48.000 UTC,56.9,24.1,1
Uniontel Ltd,2024-07-02 07:09:29.000 UTC,55.8,37.6,1
,2024-07-02 07:08:05.000 UTC,47.4,8.6,1
TPG Telecom Limited,2024-07-02 07:07:37.000 UTC,-27.5,153.0,1
Hetzner Online GmbH,2024-07-02 07:06:49.000 UTC,60.2,24.9,1
SCALEWAY S.A.S.,2024-07-02 07:06:13.000 UTC,48.9,2.3,1
Viewqwest Pte Ltd,2024-07-02 06:59:26.000 UTC,1.3,103.9,1
MyRepublic Ltd.,2024-07-02 06:55:46.000 UTC,1.3,103.9,1
ANEXIA Internetdienstleistungs GmbH,2024-07-02 06:53:11.000 UTC,46.6,14.3,12
netcup GmbH,2024-07-02 06:52:39.000 UTC,48.2,16.4,12
"CenturyLink Communications, LLC",2024-07-02 06:50:20.000 UTC,45.5,-122.7,1
netcup GmbH,2024-07-02 06:47:29.000 UTC,48.1,16.3,11
OVH SAS,2024-07-02 06:47:04.000 UTC,50.1,8.7,2
Datacamp Limited,2024-07-02 06:45:30.000 UTC,39.7,-105.0,1
Charter Communications Inc,2024-07-02 06:45:00.000 UTC,20.9,-156.5,1
Deutsche Telekom AG,2024-07-02 06:43:54.000 UTC,48.1,11.6,1
GSL Networks Pty LTD,2024-07-02 06:43:27.000 UTC,-37.8,145.0,1
netcup GmbH,2024-07-02 06:41:41.000 UTC,48.1,11.6,3
Charter Communications Inc,2024-07-02 06:41:02.000 UTC,34.0,-118.4,1
Google Fiber Inc.,2024-07-02 06:40:16.000 UTC,30.3,-97.7,1
"Another Corporate ISP, LLC",2024-07-02 06:39:50.000 UTC,37.8,-122.4,1
SoftBank Corp.,2024-07-02 06:39:32.000 UTC,35.7,139.7,1
Sunrise GmbH,2024-07-02 06:36:28.000 UTC,46.0,8.9,1
OVH SAS,2024-07-02 06:32:29.000 UTC,50.1,8.7,1
TeraSwitch Networks Inc.,2024-07-02 06:32:12.000 UTC,35.6,139.7,2
Rogers Communications Canada Inc.,2024-07-02 06:26:24.000 UTC,45.4,-75.7,1
"DigitalOcean, LLC",2024-07-02 06:23:29.000 UTC,50.1,8.7,1
"Amazon.com, Inc.",2024-07-02 06:22:48.000 UTC,39.0,-77.5,1
Orange S.A.,2024-07-02 06:17:43.000 UTC,49.0,2.1,1
OVH SAS,2024-07-02 06:16:50.000 UTC,45.3,-73.9,47
Vodafone Libertel B.V.,2024-07-02 06:16:35.000 UTC,52.4,4.9,1
OVH SAS,2024-07-02 06:13:35.000 UTC,50.1,8.7,3
"North State Telephone, LLC",2024-07-02 06:13:30.000 UTC,36.1,-79.8,2
GTT Communications Inc.,2024-07-02 06:09:53.000 UTC,34.1,-118.2,1
PJSC Rostelecom,2024-07-02 06:08:55.000 UTC,54.6,39.7,1
OVH SAS,2024-07-02 06:03:58.000 UTC,-33.9,151.2,5
Contabo GmbH,2024-07-02 05:58:59.000 UTC,50.9,7.0,1
Google LLC,2024-07-02 05:58:20.000 UTC,32.9,-80.0,27
Verizon Business,2024-07-02 05:57:33.000 UTC,41.2,-73.8,1
OVH SAS,2024-07-02 05:55:26.000 UTC,39.0,-77.5,39
"Amazon.com, Inc.",2024-07-02 05:54:37.000 UTC,51.5,-0.1,61
OVH SAS,2024-07-02 05:54:18.000 UTC,45.5,-122.7,35
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-07-02 05:53:30.000 UTC,24.7,46.7,1
"Amazon.com, Inc.",2024-07-02 05:49:18.000 UTC,37.5,126.7,61
"O2 Czech Republic, a.s.",2024-07-02 05:46:25.000 UTC,50.1,14.4,1
OVH SAS,2024-07-02 05:45:53.000 UTC,-33.9,151.2,3
OVH SAS,2024-07-02 05:44:36.000 UTC,-33.8,151.2,3
OVH SAS,2024-07-02 05:43:46.000 UTC,50.6,3.1,5
"Comcast Cable Communications, LLC",2024-07-02 05:38:41.000 UTC,37.4,-122.1,1
OVH SAS,2024-07-02 05:37:47.000 UTC,51.4,0.1,1
Two Degrees Networks Limited,2024-07-02 05:36:40.000 UTC,-36.8,174.8,1
"Comcast Cable Communications, LLC",2024-07-02 05:33:57.000 UTC,37.5,-122.0,1
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2024-07-02 05:32:52.000 UTC,38.7,-9.1,1
DNA Oyj,2024-07-02 05:30:41.000 UTC,60.2,24.9,1
"AT&T Services, Inc.",2024-07-02 05:27:25.000 UTC,37.4,-122.0,1
Longmont Power & Communications,2024-07-02 05:27:08.000 UTC,40.2,-105.1,1
Sonic Telecom LLC,2024-07-02 05:25:30.000 UTC,37.8,-122.4,1
OVH SAS,2024-07-02 05:24:19.000 UTC,-33.9,151.2,4
Hetzner Online GmbH,2024-07-02 05:22:26.000 UTC,50.5,12.4,2
Charter Communications Inc,2024-07-02 05:21:32.000 UTC,35.2,-80.8,1
Vodafone Portugal - Communicacoes Pessoais S.A.,2024-07-02 05:21:12.000 UTC,38.8,-9.2,1
"Comcast Cable Communications, LLC",2024-07-02 05:14:24.000 UTC,26.7,-80.2,1
Aussie Broadband,2024-07-02 05:12:13.000 UTC,-37.8,145.0,1
Verizon Business,2024-07-02 05:11:34.000 UTC,38.9,-77.0,1
Verizon Business,2024-07-02 05:11:21.000 UTC,42.3,-71.2,1
,2024-07-02 05:08:41.000 UTC,52.4,-0.7,1
Iway AG,2024-07-02 05:01:59.000 UTC,47.4,8.6,1
Scloud Pte Ltd,2024-07-02 05:00:37.000 UTC,50.1,8.7,35
"Amazon.com, Inc.",2024-07-02 04:58:59.000 UTC,40.0,-83.0,1
Netwerkvereniging Coloclue,2024-07-02 04:52:59.000 UTC,52.4,4.9,1
Sony Network Communications Inc.,2024-07-02 04:40:04.000 UTC,35.7,139.7,1
Liberty Global B.V.,2024-07-02 04:39:29.000 UTC,52.2,21.0,1
OVH SAS,2024-07-02 04:36:36.000 UTC,52.2,21.1,2
Contabo GmbH,2024-07-02 04:36:19.000 UTC,51.2,6.8,1
Hetzner Online GmbH,2024-07-02 04:33:29.000 UTC,60.2,24.9,1
OVH SAS,2024-07-02 04:33:29.000 UTC,50.6,3.1,61
OVH SAS,2024-07-02 04:33:29.000 UTC,50.6,3.1,1
"Amazon.com, Inc.",2024-07-02 04:33:07.000 UTC,59.3,18.1,61
British Telecommunications PLC,2024-07-02 04:30:32.000 UTC,52.0,-0.2,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-07-02 04:30:30.000 UTC,24.7,46.7,2
Altibox AS,2024-07-02 04:27:49.000 UTC,56.1,8.6,1
"Comcast Cable Communications, LLC",2024-07-02 04:24:24.000 UTC,39.2,-123.2,1
Hetzner Online GmbH,2024-07-02 04:24:08.000 UTC,60.2,24.9,1
,2024-07-02 04:20:39.000 UTC,52.4,4.9,1
"Comcast Cable Communications, LLC",2024-07-02 04:20:18.000 UTC,44.9,-93.4,1
netcup GmbH,2024-07-02 04:15:29.000 UTC,50.6,8.5,1
netcup GmbH,2024-07-02 04:12:14.000 UTC,48.1,16.3,10
Vodafone Libertel B.V.,2024-07-02 04:11:12.000 UTC,52.0,5.9,1
Digital United Inc.,2024-07-02 04:08:18.000 UTC,24.1,120.7,1
"Amazon.com, Inc.",2024-07-02 04:07:29.000 UTC,37.6,127.0,1
OVH SAS,2024-07-02 04:07:13.000 UTC,-33.9,151.2,4
KSI System Sp. z o.o.,2024-07-02 04:00:51.000 UTC,52.2,21.0,1
CHINANET-BACKBONE,2024-07-02 03:54:36.000 UTC,22.5,114.1,2
JSC Orient-Telecom,2024-07-02 03:49:13.000 UTC,52.3,104.3,1
Korea Telecom,2024-07-02 03:48:17.000 UTC,37.6,127.0,1
netcup GmbH,2024-07-02 03:47:11.000 UTC,49.4,11.0,1
"Alibaba (US) Technology Co., Ltd.",2024-07-02 03:45:47.000 UTC,35.7,139.7,2
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-07-02 03:45:00.000 UTC,24.7,46.7,1
"Comcast Cable Communications, LLC",2024-07-02 03:43:59.000 UTC,47.8,-122.2,1
Hetzner Online GmbH,2024-07-02 03:39:30.000 UTC,60.2,24.9,1
Microsoft Corporation,2024-07-02 03:34:47.000 UTC,52.4,4.9,2
"Amazon.com, Inc.",2024-07-02 03:30:00.000 UTC,40.0,-83.0,1
TELEFONICA DE ESPANA S.A.U.,2024-07-02 03:26:29.000 UTC,41.5,2.2,1
OVH SAS,2024-07-02 03:26:08.000 UTC,1.3,103.9,3
Init7 (Switzerland) Ltd.,2024-07-02 03:25:42.000 UTC,47.4,8.3,1
Computer Network Information Center of Chinese Academy of Sciences (CNIC-CAS),2024-07-02 03:21:10.000 UTC,39.9,116.4,2
Charter Communications Inc,2024-07-02 03:20:48.000 UTC,43.1,-73.8,1
Charter Communications Inc,2024-07-02 03:15:58.000 UTC,33.9,-118.4,1
Virgin Media Limited,2024-07-02 03:11:18.000 UTC,51.3,-0.7,1
netcup GmbH,2024-07-02 03:11:13.000 UTC,49.4,10.8,1
"NOS COMUNICACOES, S.A.",2024-07-02 03:11:06.000 UTC,38.7,-9.4,1
Orange S.A.,2024-07-02 03:02:35.000 UTC,50.7,3.2,1
Charter Communications Inc,2024-07-02 03:01:00.000 UTC,43.0,-88.2,1
Nessus GmbH,2024-07-02 02:55:36.000 UTC,48.2,16.4,23
"Another Corporate ISP, LLC",2024-07-02 02:52:20.000 UTC,37.8,-122.4,1
"Comcast Cable Communications, LLC",2024-07-02 02:51:00.000 UTC,42.8,-82.8,1
"Frontier Communications of America, Inc.",2024-07-02 02:50:47.000 UTC,33.8,-118.4,1
Charter Communications Inc,2024-07-02 02:47:49.000 UTC,43.1,-88.4,1
31173 Services AB,2024-07-02 02:46:58.000 UTC,52.4,4.9,61
Exetel Pty Ltd,2024-07-02 02:40:42.000 UTC,-38.1,145.4,1
MyRepublic Ltd.,2024-07-02 02:39:02.000 UTC,1.3,103.9,1
Singtel Fibre Broadband,2024-07-02 02:39:01.000 UTC,1.3,103.9,1
Hetzner Online GmbH,2024-07-02 02:31:54.000 UTC,60.2,24.9,1
MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,2024-07-02 02:21:58.000 UTC,38.7,-9.3,1
"AT&T Services, Inc.",2024-07-02 02:20:37.000 UTC,38.3,-85.8,1
Korea Telecom,2024-07-02 02:18:54.000 UTC,35.9,128.6,1
Charter Communications,2024-07-02 02:17:59.000 UTC,38.6,-90.5,1
Google Fiber Inc.,2024-07-02 02:13:36.000 UTC,34.1,-118.2,1
"Amazon.com, Inc.",2024-07-02 02:13:14.000 UTC,40.0,-83.2,2
Verizon Business,2024-07-02 02:13:05.000 UTC,38.9,-77.2,1
"Charter Communications, Inc",2024-07-02 02:09:18.000 UTC,31.1,-85.6,1
Charter Communications,2024-07-02 02:08:45.000 UTC,46.1,-118.3,1
Verizon Business,2024-07-02 02:08:23.000 UTC,40.0,-75.2,1
Hetzner Online GmbH,2024-07-02 02:06:20.000 UTC,60.2,24.9,1
Google Fiber Inc.,2024-07-02 02:05:09.000 UTC,30.3,-97.7,1
Verizon Business,2024-07-02 02:00:14.000 UTC,40.7,-74.0,1
Data Communication Business Group,2024-07-02 01:54:18.000 UTC,25.0,121.5,1
"AT&T Services, Inc.",2024-07-02 01:53:53.000 UTC,30.7,-88.0,1
"Comcast Cable Communications, LLC",2024-07-02 01:51:00.000 UTC,37.3,-122.0,1
Orange S.A.,2024-07-02 01:48:29.000 UTC,44.9,-0.5,1
Microsoft Corporation,2024-07-02 01:47:59.000 UTC,46.8,-71.2,2
Sunrise GmbH,2024-07-02 01:47:09.000 UTC,47.6,7.6,1
"Hawaiian Telcom Services Company, Inc.",2024-07-02 01:46:29.000 UTC,21.3,-157.9,1
Hetzner Online GmbH,2024-07-02 01:46:16.000 UTC,50.5,12.4,1
SK Broadband Co Ltd,2024-07-02 01:42:19.000 UTC,37.5,127.2,1
Bell Canada,2024-07-02 01:41:08.000 UTC,43.7,-79.4,1
Telia Finland Oyj,2024-07-02 01:41:01.000 UTC,61.5,23.8,1
TeraSwitch Networks Inc.,2024-07-02 01:35:48.000 UTC,35.6,139.7,2
"Telekom Slovenije, d.d.",2024-07-02 01:33:29.000 UTC,46.1,14.5,1
"Comcast Cable Communications, LLC",2024-07-02 01:30:36.000 UTC,40.8,-111.9,1
Hetzner Online GmbH,2024-07-02 01:27:36.000 UTC,60.2,24.9,1
Charter Communications Inc,2024-07-02 01:27:08.000 UTC,30.3,-97.8,1
"Comcast Cable Communications, LLC",2024-07-02 01:25:25.000 UTC,29.8,-95.4,1
"WebNX, Inc.",2024-07-02 01:23:17.000 UTC,40.8,-111.9,1
Hetzner Online GmbH,2024-07-02 01:22:07.000 UTC,60.4,25.0,61
OVH SAS,2024-07-02 01:21:03.000 UTC,39.0,-77.5,23
"Amazon.com, Inc.",2024-07-02 01:20:24.000 UTC,59.3,18.1,61
Hetzner Online GmbH,2024-07-02 01:14:38.000 UTC,60.2,24.9,1
netcup GmbH,2024-07-02 01:13:05.000 UTC,52.0,9.3,1
Hetzner Online GmbH,2024-07-02 01:12:46.000 UTC,50.5,12.4,61
"Comcast Cable Communications, LLC",2024-07-02 01:12:08.000 UTC,45.1,-93.0,1
"Amazon.com, Inc.",2024-07-02 01:05:29.000 UTC,40.0,-83.0,1
"Central Access, Inc.",2024-07-02 01:04:24.000 UTC,32.5,-85.9,1
Deutsche Telekom AG,2024-07-02 01:02:29.000 UTC,51.2,6.8,1
Korea Telecom,2024-07-02 01:02:22.000 UTC,37.6,127.0,1
Vodafone Limited,2024-07-02 01:00:22.000 UTC,53.0,-2.7,1
Aussie Broadband,2024-07-02 00:57:29.000 UTC,-37.8,145.0,1
"Comcast Cable Communications, LLC",2024-07-02 00:57:27.000 UTC,36.7,-108.2,2
Aussie Broadband,2024-07-02 00:56:55.000 UTC,-37.8,145.0,1
Mobile Telecommunication Company Saudi Arabia Joint-Stock company,2024-07-02 00:53:30.000 UTC,24.7,46.7,1
"Comcast Cable Communications, LLC",2024-07-02 00:43:30.000 UTC,37.4,-122.1,2
Verizon Business,2024-07-02 00:38:25.000 UTC,36.9,-76.0,1
Hetzner Online GmbH,2024-07-02 00:33:54.000 UTC,60.4,25.0,1
Charter Communications Inc,2024-07-02 00:31:37.000 UTC,38.8,-94.7,1
TELEKOM SRBIJA a.d.,2024-07-02 00:31:18.000 UTC,42.6,21.9,1
Verizon Business,2024-07-02 00:27:36.000 UTC,40.9,-73.4,1
Virgin Media Limited,2024-07-02 00:23:29.000 UTC,51.5,-0.1,2
"AT&T Services, Inc.",2024-07-02 00:17:01.000 UTC,37.0,-122.0,1
SCALEWAY S.A.S.,2024-07-02 00:15:45.000 UTC,48.9,2.3,1
Contabo GmbH,2024-07-02 00:11:48.000 UTC,50.1,8.7,1
"Comcast Cable Communications, LLC",2024-07-02 00:11:44.000 UTC,42.4,-71.1,1
Quickline AG,2024-07-02 00:06:47.000 UTC,47.2,7.8,1
Longmont Power & Communications,2024-07-02 00:04:35.000 UTC,40.2,-105.1,1
"Comcast Cable Communications, LLC",2024-07-02 00:03:08.000 UTC,42.5,-71.7,1
EBOX,2024-07-01 23:55:32.000 UTC,45.5,-73.6,1
Hong Kong Broadband Network Ltd.,2024-07-01 23:52:30.000 UTC,22.3,114.2,1
TDC Holding A/S,2024-07-01 23:51:59.000 UTC,55.9,12.5,1
Deutsche Glasfaser Wholesale GmbH,2024-07-01 23:51:30.000 UTC,53.5,9.1,1
Deutsche Telekom AG,2024-07-01 23:49:41.000 UTC,49.9,10.9,1
"AT&T Services, Inc.",2024-07-01 23:43:10.000 UTC,32.8,-96.8,1
Verizon Business,2024-07-01 23:42:57.000 UTC,40.7,-74.0,1
"DigitalOcean, LLC",2024-07-01 23:34:14.000 UTC,40.8,-74.0,2
Shaw Communications Inc.,2024-07-01 23:33:11.000 UTC,51.1,-114.1,1
Companhia de Telecomunicacoes de Macau SARL,2024-07-01 23:31:52.000 UTC,22.2,113.5,2
DIGI Tavkozlesi es Szolgaltato Kft.,2024-07-01 23:28:17.000 UTC,47.5,19.0,1
"Direct Communications Cedar Valley, LLC",2024-07-01 23:23:35.000 UTC,40.3,-111.9,1
CSC - Tieteen tietotekniikan keskus Oy,2024-07-01 23:22:50.000 UTC,62.2,25.7,1
"Comcast Cable Communications, LLC",2024-07-01 23:21:12.000 UTC,45.0,-93.4,1
Vodafone Deutschland GmbH,2024-07-01 23:11:37.000 UTC,51.1,13.7,1
"Charter Communications, Inc",2024-07-01 23:03:05.000 UTC,28.2,-81.3,1
Webpass Inc.,2024-07-01 23:01:50.000 UTC,37.8,-122.4,2
Latitude.sh,2024-07-01 22:55:14.000 UTC,50.1,8.7,61
,2024-07-01 22:48:31.000 UTC,40.0,116.3,1
Orange S.A.,2024-07-01 22:47:59.000 UTC,43.7,1.8,1
China Telecom (Group),2024-07-01 22:46:53.000 UTC,31.2,121.5,1
Charter Communications,2024-07-01 22:46:23.000 UTC,34.2,-118.6,1
Energie AG Oberoesterreich Telekom GmbH,2024-07-01 22:45:29.000 UTC,48.3,13.9,1
CETIN Ltd. Belgrade,2024-07-01 22:42:29.000 UTC,44.8,20.5,1
"Comcast Cable Communications, LLC",2024-07-01 22:41:59.000 UTC,42.8,-71.5,1
KPN B.V.,2024-07-01 22:39:23.000 UTC,52.1,5.1,1
"DigitalOcean, LLC",2024-07-01 22:37:56.000 UTC,40.8,-74.1,1
Charter Communications,2024-07-01 22:30:48.000 UTC,35.4,-120.8,1
DIGI ROMANIA S.A.,2024-07-01 22:27:41.000 UTC,44.2,28.6,1
"Comcast Cable Communications, LLC",2024-07-01 22:24:07.000 UTC,38.1,-122.3,1
"Comcast Cable Communications, LLC",2024-07-01 22:21:09.000 UTC,45.5,-122.7,1
Enreach Netherlands B.V.,2024-07-01 22:12:19.000 UTC,51.8,5.2,1
TELUS Communications Inc.,2024-07-01 22:12:01.000 UTC,49.2,-123.1,1
"Amazon.com, Inc.",2024-07-01 22:05:48.000 UTC,39.0,-77.5,2
"ANDORRA TELECOM, S.A.U.",2024-07-01 22:03:51.000 UTC,42.5,1.5,1
Wholesail networks LLC,2024-07-01 22:00:00.000 UTC,47.7,-122.1,1
Ote SA (Hellenic Telecommunications Organisation),2024-07-01 21:57:34.000 UTC,38.0,23.7,1
"Amazon.com, Inc.",2024-07-01 21:43:26.000 UTC,40.0,-83.0,61
Init7 (Switzerland) Ltd.,2024-07-01 21:42:31.000 UTC,47.5,8.3,1
"Amazon.com, Inc.",2024-07-01 21:36:33.000 UTC,39.0,-77.5,61
"AT&T Services, Inc.",2024-07-01 21:36:30.000 UTC,41.8,-88.0,1
Orange S.A.,2024-07-01 21:35:58.000 UTC,48.9,2.4,1
Melita Limited,2024-07-01 21:31:12.000 UTC,35.9,14.5,1
Equinix (EMEA) Acquisition Enterprises B.V.,2024-07-01 21:30:06.000 UTC,48.1,11.6,61
OVH SAS,2024-07-01 21:24:29.000 UTC,50.1,8.7,1
Vodafone Portugal - Communicacoes Pessoais S.A.,2024-07-01 21:16:38.000 UTC,38.7,-9.4,1
RECONN LLC,2024-07-01 21:16:00.000 UTC,55.8,37.6,1
,2024-07-01 21:10:12.000 UTC,50.5,30.5,1
Hetzner Online GmbH,2024-07-01 21:08:36.000 UTC,60.2,24.9,1
Swisscom (Schweiz) AG,2024-07-01 21:01:10.000 UTC,46.9,6.8,1
Liberty Global B.V.,2024-07-01 20:58:48.000 UTC,52.2,21.0,1
"Comcast Cable Communications, LLC",2024-07-01 20:54:30.000 UTC,40.6,-105.1,1
"Consolidated Communications, Inc.",2024-07-01 20:52:38.000 UTC,29.8,-95.8,1
"Interserver, Inc",2024-07-01 20:52:35.000 UTC,40.8,-74.1,1
Host Universal Pty Ltd,2024-07-01 20:50:40.000 UTC,-37.8,145.0,1
Aussie Broadband,2024-07-01 20:45:51.000 UTC,-34.9,138.6,1
"AT&T Services, Inc.",2024-07-01 20:43:46.000 UTC,29.8,-95.4,1
"Comcast Cable Communications, LLC",2024-07-01 20:43:21.000 UTC,37.9,-122.1,1
Korea Telecom,2024-07-01 20:41:55.000 UTC,37.6,127.0,1
"Greenlight Networks, LLC",2024-07-01 20:34:03.000 UTC,43.2,-77.6,1
tmobile thuis,2024-07-01 20:33:10.000 UTC,51.9,4.2,1
ViaNetTV Inc,2024-07-01 20:20:29.000 UTC,45.9,-74.2,1
"Nubes, LLC",2024-07-01 20:19:46.000 UTC,38.6,-90.2,1
TELUS Communications Inc.,2024-07-01 20:17:13.000 UTC,48.4,-123.4,1
Verizon Business,2024-07-01 20:15:47.000 UTC,38.6,-76.9,1
UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,2024-07-01 20:09:09.000 UTC,22.3,114.2,2
Singtel Fibre Broadband,2024-07-01 20:06:20.000 UTC,1.3,103.9,1
Singtel Fibre Broadband,2024-07-01 20:05:37.000 UTC,1.3,103.9,1
Google Fiber Inc.,2024-07-01 20:01:14.000 UTC,34.1,-118.2,1
Contabo GmbH,2024-07-01 19:56:29.000 UTC,50.1,8.7,1
Telenet BV,2024-07-01 19:47:56.000 UTC,50.9,5.3,1
FIBIA P/S,2024-07-01 19:41:59.000 UTC,54.8,11.9,1
Charter Communications Inc,2024-07-01 19:37:59.000 UTC,40.7,-74.0,1
Vodafone Portugal - Communicacoes Pessoais S.A.,2024-07-01 19:37:05.000 UTC,38.7,-9.1,1
China Unicom Shanghai network,2024-07-01 19:36:30.000 UTC,31.2,121.5,1
"Comcast Cable Communications, LLC",2024-07-01 19:36:00.000 UTC,40.6,-105.1,1
Verizon Business,2024-07-01 19:34:37.000 UTC,40.7,-74.0,1
RCN,2024-07-01 19:31:06.000 UTC,41.9,-87.6,1
QuadraNet Enterprises LLC,2024-07-01 19:30:24.000 UTC,33.8,-84.4,1
Wholesail networks LLC,2024-07-01 19:29:06.000 UTC,47.7,-122.1,1
Vodafone Romania S.A.,2024-07-01 19:28:59.000 UTC,44.4,26.1,1
,2024-07-01 19:26:11.000 UTC,47.0,28.9,12
Aussie Broadband,2024-07-01 19:23:31.000 UTC,-37.8,145.0,1
CHINANET-BACKBONE,2024-07-01 19:18:31.000 UTC,28.2,113.0,1
green.ch AG,2024-07-01 19:17:05.000 UTC,47.4,8.6,1
Webpass Inc.,2024-07-01 19:08:13.000 UTC,37.8,-122.4,1
Mediacom Communications Corp,2024-07-01 19:03:11.000 UTC,30.4,-87.0,1
Wholesail networks LLC,2024-07-01 19:00:08.000 UTC,45.5,-122.4,1
Init7 (Switzerland) Ltd.,2024-07-01 18:56:24.000 UTC,47.5,8.3,1
Charter Communications Inc,2024-07-01 18:49:01.000 UTC,25.9,-97.5,1
Cooolbox AD,2024-07-01 18:48:04.000 UTC,42.2,24.8,1
Vivacom Bulgaria EAD,2024-07-01 18:45:45.000 UTC,42.7,23.3,1
Rogers Communications Canada Inc.,2024-07-01 18:43:40.000 UTC,43.9,-79.3,1
Emirates Integrated Telecommunications Company PJSC,2024-07-01 18:40:00.000 UTC,25.1,55.3,1
Microsoft Corporation,2024-07-01 18:35:23.000 UTC,52.4,4.9,2
"Comcast Cable Communications, LLC",2024-07-01 18:34:13.000 UTC,42.4,-71.1,1
OVH SAS,2024-07-01 18:28:42.000 UTC,1.3,103.9,1
